address,risk_score,risk_label,prediction_time
0x29d7d1dd5b6f9c864d9db560d72a247c178ae86b,28.658875828192755,0,2025-03-15 17:40:33
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,9.93262677934851,0,2025-03-15 17:59:52
clear,99.9705546729616,1,2025-03-15 18:02:31
fd,99.9705546729616,1,2025-03-15 18:05:04
0xf34bdf2c9057b186499a7bc8afad1629c808e263,0.7342412415830671,1,2025-03-17 22:21:31,"{'Time Diff between first and last (Mins)': {'value': np.float64(17108.583333333332), 'contribution': np.float64(2544.8177439671776)}, 'Avg min between received tnx': {'value': np.float64(848.8041666666667), 'contribution': np.float64(72.56389999054402)}, 'Unique Received From Addresses': {'value': np.int64(9), 'contribution': np.float64(0.6994820358563225)}, 'total ether received': {'value': np.float64(4.06461454), 'contribution': np.float64(0.46025666456848846)}, 'Received Tnx': {'value': np.int64(9), 'contribution': np.float64(0.42618182398048093)}}"
0xf34bdf2c9057b186499a7bc8afad1629c808e263,0.7342412415830671,1,2025-03-17 22:24:28,"{'Time Diff between first and last (Mins)': {'value': np.float64(17108.583333333332), 'contribution': np.float64(2544.8177439671776)}, 'Avg min between received tnx': {'value': np.float64(848.8041666666667), 'contribution': np.float64(72.56389999054402)}, 'Unique Received From Addresses': {'value': np.int64(9), 'contribution': np.float64(0.6994820358563225)}, 'total ether received': {'value': np.float64(4.06461454), 'contribution': np.float64(0.46025666456848846)}, 'Received Tnx': {'value': np.int64(9), 'contribution': np.float64(0.42618182398048093)}}"
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0.024946997571681732,0,2025-03-17 22:27:58,"{'ERC20 max val sent': {'value': np.float64(175560000256930.47), 'contribution': np.float64(414595919918.89386)}, 'ERC20 total ether sent': {'value': np.float64(242418007845545.25), 'contribution': np.float64(409962564204.9787)}, 'total ether received': {'value': np.float64(14621.565609244855), 'contribution': np.float64(1655.673115335644)}, 'Time Diff between first and last (Mins)': {'value': np.float64(5418.0), 'contribution': np.float64(805.900890107646)}, 'total Ether sent': {'value': np.float64(8812.128982150389), 'contribution': np.float64(497.0597363592447)}}"
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0.024946997571681732,0,2025-03-17 22:30:30,"{'ERC20 max val sent': {'value': np.float64(175560000256930.47), 'contribution': np.float64(414595919918.89386)}, 'ERC20 total ether sent': {'value': np.float64(242418007845545.25), 'contribution': np.float64(409962564204.9787)}, 'total ether received': {'value': np.float64(14621.565609244855), 'contribution': np.float64(1655.673115335644)}, 'Time Diff between first and last (Mins)': {'value': np.float64(5418.0), 'contribution': np.float64(805.900890107646)}, 'total Ether sent': {'value': np.float64(8812.128982150389), 'contribution': np.float64(497.0597363592447)}}"
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0.024946997571681732,0,2025-03-17 23:11:54,"{'ERC20 max val sent': {'value': np.float64(175560000256930.47), 'contribution': np.float64(414595919918.89386)}, 'ERC20 total ether sent': {'value': np.float64(242418007845545.25), 'contribution': np.float64(409962564204.9787)}, 'total ether received': {'value': np.float64(14621.565609244855), 'contribution': np.float64(1655.673115335644)}, 'Time Diff between first and last (Mins)': {'value': np.float64(5418.0), 'contribution': np.float64(805.900890107646)}, 'total Ether sent': {'value': np.float64(8812.128982150389), 'contribution': np.float64(497.0597363592447)}}"
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0.024946997571681732,0,2025-03-17 23:35:12,"{'ERC20 max val sent': {'value': np.float64(175560000256930.47), 'contribution': np.float64(414595919918.89386)}, 'ERC20 total ether sent': {'value': np.float64(242418007845545.25), 'contribution': np.float64(409962564204.9787)}, 'total ether received': {'value': np.float64(14621.565609244855), 'contribution': np.float64(1655.673115335644)}, 'Time Diff between first and last (Mins)': {'value': np.float64(5418.0), 'contribution': np.float64(805.900890107646)}, 'total Ether sent': {'value': np.float64(8812.128982150389), 'contribution': np.float64(497.0597363592447)}}"
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0.024946997571681732,0,2025-03-17 23:39:55,"{'ERC20 max val sent': {'value': np.float64(175560000256930.47), 'contribution': np.float64(414595919918.89386)}, 'ERC20 total ether sent': {'value': np.float64(242418007845545.25), 'contribution': np.float64(409962564204.9787)}, 'total ether received': {'value': np.float64(14621.565609244855), 'contribution': np.float64(1655.673115335644)}, 'Time Diff between first and last (Mins)': {'value': np.float64(5418.0), 'contribution': np.float64(805.900890107646)}, 'total Ether sent': {'value': np.float64(8812.128982150389), 'contribution': np.float64(497.0597363592447)}}"
0xf33142f5bb228516f93e4267fb5a7241dc241614,0.5296387131611379,1,2025-03-17 23:41:06,"{'Time Diff between first and last (Mins)': {'value': np.float64(381.56666666666666), 'contribution': np.float64(56.75616764527023)}, 'total ether received': {'value': np.float64(1.0), 'contribution': np.float64(0.11323500913532836)}, 'avg val received': {'value': np.float64(1.0), 'contribution': np.float64(0.09126519059147992)}, 'Unique Received From Addresses': {'value': np.int64(1), 'contribution': np.float64(0.07772022620625806)}, 'max value received': {'value': np.float64(1.0), 'contribution': np.float64(0.06380786867684382)}}"
0xf38b7dc84c383abbd18f2fbf348e0d4eba9dd61f,0.9985171003784972,1,2025-03-17 23:41:46,"{'Avg min between sent tnx': {'value': np.int64(0), 'contribution': np.float64(0.0)}, 'Avg min between received tnx': {'value': np.int64(0), 'contribution': np.float64(0.0)}, 'Time Diff between first and last (Mins)': {'value': np.int64(0), 'contribution': np.float64(0.0)}, 'Sent tnx': {'value': np.int64(0), 'contribution': np.float64(0.0)}, 'Received Tnx': {'value': np.int64(0), 'contribution': np.float64(0.0)}}"
0xf364e3d3fcbefc297dc3724fea7ff86b2e14e740,0.4775361597719584,0,2025-03-17 23:42:14,"{'Unique Received From Addresses': {'value': np.int64(1), 'contribution': np.float64(0.07772022620625806)}, 'Received Tnx': {'value': np.int64(1), 'contribution': np.float64(0.047353535997831216)}, 'total ether received': {'value': np.float64(0.06367987), 'contribution': np.float64(0.007210790661186522)}, 'avg val received': {'value': np.float64(0.06367987), 'contribution': np.float64(0.005811755472390664)}, 'max value received': {'value': np.float64(0.06367987), 'contribution': np.float64(0.004063276782318486)}}"
0xf364e3d3fcbefc297dc3724fea7ff86b2e14e740,0.4775361597719584,0,2025-03-17 23:42:54,"{'Unique Received From Addresses': {'value': np.int64(1), 'contribution': np.float64(0.07772022620625806)}, 'Received Tnx': {'value': np.int64(1), 'contribution': np.float64(0.047353535997831216)}, 'total ether received': {'value': np.float64(0.06367987), 'contribution': np.float64(0.007210790661186522)}, 'avg val received': {'value': np.float64(0.06367987), 'contribution': np.float64(0.005811755472390664)}, 'max value received': {'value': np.float64(0.06367987), 'contribution': np.float64(0.004063276782318486)}}"
0x2073d860b9b9e19f4d20eb0fe741fb5fe7fe6bb0,0.3010450705889672,0,2025-03-17 23:43:24,"{'Time Diff between first and last (Mins)': {'value': np.float64(113542.55), 'contribution': np.float64(16888.89666114653)}, 'Avg min between received tnx': {'value': np.float64(2365.4114583333335), 'contribution': np.float64(202.2179994391956)}, 'Avg min between sent tnx': {'value': np.float64(2987.8653508771927), 'contribution': np.float64(132.3339267623582)}, 'total ether received': {'value': np.float64(277.3225064046483), 'contribution': np.float64(31.40261654616251)}, 'total Ether sent': {'value': np.float64(277.2970217083205), 'contribution': np.float64(15.64130356951569)}}"
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0.024946997571681732,0,2025-03-17 23:44:05,"{'ERC20 max val sent': {'value': np.float64(175560000256930.47), 'contribution': np.float64(414595919918.89386)}, 'ERC20 total ether sent': {'value': np.float64(242418007845545.25), 'contribution': np.float64(409962564204.9787)}, 'total ether received': {'value': np.float64(14621.565609244855), 'contribution': np.float64(1655.673115335644)}, 'Time Diff between first and last (Mins)': {'value': np.float64(5418.0), 'contribution': np.float64(805.900890107646)}, 'total Ether sent': {'value': np.float64(8812.128982150389), 'contribution': np.float64(497.0597363592447)}}"
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0.024946997571681732,0,2025-03-18 00:08:48,"{'ERC20 max val sent': {'value': np.float64(175560000256930.47), 'contribution': np.float64(414595919918.89386)}, 'ERC20 total ether sent': {'value': np.float64(242418007845545.25), 'contribution': np.float64(409962564204.9787)}, 'total ether received': {'value': np.float64(14621.565609244855), 'contribution': np.float64(1655.673115335644)}, 'Time Diff between first and last (Mins)': {'value': np.float64(5418.0), 'contribution': np.float64(805.900890107646)}, 'total Ether sent': {'value': np.float64(8812.128982150389), 'contribution': np.float64(497.0597363592447)}}"
0xDB65702A9b26f8a643a31a4c84b9392589e03D7c,0.06785117271949771,0,2025-03-18 00:13:17,"{'Time Diff between first and last (Mins)': {'value': np.float64(1666999.6833333333), 'contribution': np.float64(247958.01561600174)}, 'Avg min between received tnx': {'value': np.float64(81726.64509803921), 'contribution': np.float64(6986.7754357828535)}, 'Avg min between sent tnx': {'value': np.float64(36762.86449275362), 'contribution': np.float64(1628.2441295188464)}, 'Unique Received From Addresses': {'value': np.int64(17), 'contribution': np.float64(1.3212438455063868)}, 'Sent tnx': {'value': np.int64(24), 'contribution': np.float64(1.0165138828989155)}}"
0xDB65702A9b26f8a643a31a4c84b9392589e03D7c,0.06785117271949771,0,2025-03-18 00:15:55,"{'Time Diff between first and last (Mins)': {'value': np.float64(1666999.6833333333), 'contribution': np.float64(247958.01561600174)}, 'Avg min between received tnx': {'value': np.float64(81726.64509803921), 'contribution': np.float64(6986.7754357828535)}, 'Avg min between sent tnx': {'value': np.float64(36762.86449275362), 'contribution': np.float64(1628.2441295188464)}, 'Unique Received From Addresses': {'value': np.int64(17), 'contribution': np.float64(1.3212438455063868)}, 'Sent tnx': {'value': np.int64(24), 'contribution': np.float64(1.0165138828989155)}}"
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0.024946997571681732,0,2025-03-18 00:17:01,"{'ERC20 max val sent': {'value': np.float64(175560000256930.47), 'contribution': np.float64(414595919918.89386)}, 'ERC20 total ether sent': {'value': np.float64(242418007845545.25), 'contribution': np.float64(409962564204.9787)}, 'total ether received': {'value': np.float64(14621.565609244855), 'contribution': np.float64(1655.673115335644)}, 'Time Diff between first and last (Mins)': {'value': np.float64(5418.0), 'contribution': np.float64(805.900890107646)}, 'total Ether sent': {'value': np.float64(8812.128982150389), 'contribution': np.float64(497.0597363592447)}}"
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0.024946997571681732,0,2025-03-18 00:21:04,"{'ERC20 max val sent': {'value': np.float64(175560000256930.47), 'contribution': np.float64(414595919918.89386)}, 'ERC20 total ether sent': {'value': np.float64(242418007845545.25), 'contribution': np.float64(409962564204.9787)}, 'total ether received': {'value': np.float64(14621.565609244855), 'contribution': np.float64(1655.673115335644)}, 'Time Diff between first and last (Mins)': {'value': np.float64(5418.0), 'contribution': np.float64(805.900890107646)}, 'total Ether sent': {'value': np.float64(8812.128982150389), 'contribution': np.float64(497.0597363592447)}}"
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0.024946997571681732,0,2025-03-18 00:22:22,"{'ERC20 max val sent': {'value': np.float64(175560000256930.47), 'contribution': np.float64(414595919918.89386)}, 'ERC20 total ether sent': {'value': np.float64(242418007845545.25), 'contribution': np.float64(409962564204.9787)}, 'total ether received': {'value': np.float64(14621.565609244855), 'contribution': np.float64(1655.673115335644)}, 'Time Diff between first and last (Mins)': {'value': np.float64(5418.0), 'contribution': np.float64(805.900890107646)}, 'total Ether sent': {'value': np.float64(8812.128982150389), 'contribution': np.float64(497.0597363592447)}}"
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0.024946997571681732,0,2025-03-19 21:38:07,"{'ERC20 max val sent': {'value': np.float64(175560000256930.47), 'contribution': np.float64(414595919918.89386)}, 'ERC20 total ether sent': {'value': np.float64(242418007845545.25), 'contribution': np.float64(409962564204.9787)}, 'total ether received': {'value': np.float64(14621.565609244855), 'contribution': np.float64(1655.673115335644)}, 'Time Diff between first and last (Mins)': {'value': np.float64(5418.0), 'contribution': np.float64(805.900890107646)}, 'total Ether sent': {'value': np.float64(8812.128982150389), 'contribution': np.float64(497.0597363592447)}}"
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0.024946997571681732,0,2025-03-19 21:38:58,"{'ERC20 max val sent': {'value': np.float64(175560000256930.47), 'contribution': np.float64(414595919918.89386)}, 'ERC20 total ether sent': {'value': np.float64(242418007845545.25), 'contribution': np.float64(409962564204.9787)}, 'total ether received': {'value': np.float64(14621.565609244855), 'contribution': np.float64(1655.673115335644)}, 'Time Diff between first and last (Mins)': {'value': np.float64(5418.0), 'contribution': np.float64(805.900890107646)}, 'total Ether sent': {'value': np.float64(8812.128982150389), 'contribution': np.float64(497.0597363592447)}}"
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0.024946997571681732,0,2025-03-22 12:17:46,"{'ERC20 max val sent': {'value': np.float64(175560000256930.47), 'contribution': np.float64(414595919918.89386)}, 'ERC20 total ether sent': {'value': np.float64(242418007845545.25), 'contribution': np.float64(409962564204.9787)}, 'total ether received': {'value': np.float64(14621.565609244855), 'contribution': np.float64(1655.673115335644)}, 'Time Diff between first and last (Mins)': {'value': np.float64(5418.0), 'contribution': np.float64(805.900890107646)}, 'total Ether sent': {'value': np.float64(8812.128982150389), 'contribution': np.float64(497.0597363592447)}}"
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0.024946997571681732,0,2025-03-22 12:33:25,"{'ERC20 max val sent': {'value': np.float64(175560000256930.47), 'contribution': np.float64(414595919918.89386)}, 'ERC20 total ether sent': {'value': np.float64(242418007845545.25), 'contribution': np.float64(409962564204.9787)}, 'total ether received': {'value': np.float64(14621.565609244855), 'contribution': np.float64(1655.673115335644)}, 'Time Diff between first and last (Mins)': {'value': np.float64(5418.0), 'contribution': np.float64(805.900890107646)}, 'total Ether sent': {'value': np.float64(8812.128982150389), 'contribution': np.float64(497.0597363592447)}}"
0x58b6a8a3302369daec383334672404ee733ab239,0.09712314477139032,0,2025-03-22 13:46:40,"{'ERC20 total ether sent': {'value': np.float64(1.913761981066e+22), 'contribution': np.float64(3.2364376558019584e+19)}, 'ERC20 max val sent': {'value': np.float64(7.10857932768e+21), 'contribution': np.float64(1.6787354644353718e+19)}, 'Time Diff between first and last (Mins)': {'value': np.float64(407303.0833333333), 'contribution': np.float64(60584.33322294611)}, 'Received Tnx': {'value': np.int64(9999), 'contribution': np.float64(473.4880064423143)}, 'Unique Received From Addresses': {'value': np.int64(5173), 'contribution': np.float64(402.0467301649729)}}"
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0.024946997571681732,0,2025-03-22 13:52:13,"{'ERC20 max val sent': {'value': np.float64(175560000256930.47), 'contribution': np.float64(414595919918.89386)}, 'ERC20 total ether sent': {'value': np.float64(242418007845545.25), 'contribution': np.float64(409962564204.9787)}, 'total ether received': {'value': np.float64(14621.565609244855), 'contribution': np.float64(1655.673115335644)}, 'Time Diff between first and last (Mins)': {'value': np.float64(5418.0), 'contribution': np.float64(805.900890107646)}, 'total Ether sent': {'value': np.float64(8812.128982150389), 'contribution': np.float64(497.0597363592447)}}"
0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0.024946997571681732,0,2025-03-22 13:53:02,"{'ERC20 max val sent': {'value': np.float64(175560000256930.47), 'contribution': np.float64(414595919918.89386)}, 'ERC20 total ether sent': {'value': np.float64(242418007845545.25), 'contribution': np.float64(409962564204.9787)}, 'total ether received': {'value': np.float64(14621.565609244855), 'contribution': np.float64(1655.673115335644)}, 'Time Diff between first and last (Mins)': {'value': np.float64(5418.0), 'contribution': np.float64(805.900890107646)}, 'total Ether sent': {'value': np.float64(8812.128982150389), 'contribution': np.float64(497.0597363592447)}}"
0x58b6a8a3302369daec383334672404ee733ab239,0.09712314477139032,0,2025-03-22 13:54:43,"{'ERC20 total ether sent': {'value': np.float64(1.913761981066e+22), 'contribution': np.float64(3.2364376558019584e+19)}, 'ERC20 max val sent': {'value': np.float64(7.10857932768e+21), 'contribution': np.float64(1.6787354644353718e+19)}, 'Time Diff between first and last (Mins)': {'value': np.float64(407303.0833333333), 'contribution': np.float64(60584.33322294611)}, 'Received Tnx': {'value': np.int64(9999), 'contribution': np.float64(473.4880064423143)}, 'Unique Received From Addresses': {'value': np.int64(5173), 'contribution': np.float64(402.0467301649729)}}"
0x58b6a8a3302369daec383334672404ee733ab239,0.09712314477139032,0,2025-03-22 13:55:27,"{'ERC20 total ether sent': {'value': np.float64(1.913761981066e+22), 'contribution': np.float64(3.2364376558019584e+19)}, 'ERC20 max val sent': {'value': np.float64(7.10857932768e+21), 'contribution': np.float64(1.6787354644353718e+19)}, 'Time Diff between first and last (Mins)': {'value': np.float64(407303.0833333333), 'contribution': np.float64(60584.33322294611)}, 'Received Tnx': {'value': np.int64(9999), 'contribution': np.float64(473.4880064423143)}, 'Unique Received From Addresses': {'value': np.int64(5173), 'contribution': np.float64(402.0467301649729)}}"
0x58b6a8a3302369daec383334672404ee733ab239,0.09712314477139032,0,2025-03-22 13:56:25,"{'ERC20 total ether sent': {'value': np.float64(1.913761981066e+22), 'contribution': np.float64(3.2364376558019584e+19)}, 'ERC20 max val sent': {'value': np.float64(7.10857932768e+21), 'contribution': np.float64(1.6787354644353718e+19)}, 'Time Diff between first and last (Mins)': {'value': np.float64(407303.0833333333), 'contribution': np.float64(60584.33322294611)}, 'Received Tnx': {'value': np.int64(9999), 'contribution': np.float64(473.4880064423143)}, 'Unique Received From Addresses': {'value': np.int64(5173), 'contribution': np.float64(402.0467301649729)}}"
0xde0B295669a9FD93d5F28D9Ec85E40f4cb697BAe,0.18991359504450725,0,2025-03-25 15:19:23,"{'ERC20 total ether sent': {'value': np.float64(447473927.2121331), 'contribution': np.float64(756740.6408670773)}, 'Time Diff between first and last (Mins)': {'value': np.float64(5062251.983333333), 'contribution': np.float64(752985.1198445053)}, 'ERC20 max val sent': {'value': np.float64(100000000.0), 'contribution': np.float64(236156.2538802327)}, 'total ether received': {'value': np.float64(9596.057855578727), 'contribution': np.float64(1086.6096989395967)}, 'total ether balance': {'value': np.float64(9596.057855578727), 'contribution': np.float64(497.3568834488168)}}"
0xd624d046edbdef805c5e4140dce5fb5ec1b39a3c,0.09866115213164674,0,2025-03-25 15:29:12,"{'Time Diff between first and last (Mins)': {'value': np.float64(3677997.316666667), 'contribution': np.float64(547084.036787597)}, 'Avg min between received tnx': {'value': np.float64(919499.3291666667), 'contribution': np.float64(78607.59876456267)}, 'Avg min between sent tnx': {'value': np.float64(96331.61822916666), 'contribution': np.float64(4266.571553465549)}, 'total ether received': {'value': np.float64(18999.79524), 'contribution': np.float64(2151.441987570768)}, 'max value received': {'value': np.float64(18998.0), 'contribution': np.float64(1212.221889122679)}}"
