FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Unique Received From Addresses,Unique Sent To Addresses,max value received ,avg val received,max val sent,avg val sent,total Ether sent,total ether received,total ether balance,Number of Created Contracts,max val sent to contract,total ether sent contracts, Total ERC20 tnxs, ERC20 total ether sent, ERC20 avg time between sent tnx, ERC20 max val sent, ERC20 uniq sent addr, ERC20 uniq rec addr,Address
0,96331.61822916666,919499.3291666667,3677997.316666667,33,5,3,9,18998.0,3799.9590479999997,1000.0,615.1727272727273,20300.7,18999.79524,-1300.9047600000013,0,0,0,81,2188.0,0,2188.0,1,63,0xd624d046edbdef805c5e4140dce5fb5ec1b39a3c
