counter_party,timestamp,in_frequency,out_frequency,total_eth_received,total_eth_sent
0xd3ab2060253b72641a1205ff1996bb1f844e0411,2021-04-03 15:57:28,0,2,0.0,1100.0
0xdf3b95de56e0da17cfcfbc2ed7a5138af411aedb,2021-01-21 01:16:16,0,12,0.0,9100.0
0xdf3fa72acdd7e6fa469e9bc28b0c4b04e36c19aa,2022-09-11 22:07:36,0,1,0.0,600.0
0xe49881137ce73062109ab8696ed81d50671d7435,2021-03-21 18:42:01,0,3,0.0,1001.0
0xf171ac6921f962b8d10578ff311359b59f9bf1dd,2021-01-04 01:57:56,0,2,0.0,1400.0
